_id,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
673ec4558fe596bfedd78ed4,22.0,female,High School,75923.0,0,RENT,10000.0,PERSONAL,11.89,0.13,3.0,658,No,1
673ec4558fe596bfedd769f4,26.0,male,Associate,56584.0,5,RENT,2400.0,DEBTCONSOLIDATION,9.91,0.04,4.0,607,Yes,0
673ec4568fe596bfedd7ed45,27.0,female,High School,109180.0,6,MORTGAGE,8000.0,EDUCATION,8.13,0.07,5.0,678,Yes,0
673ec4558fe596bfedd768e7,23.0,female,Associate,150956.0,2,RENT,15000.0,EDUCATION,12.99,0.1,4.0,674,Yes,0
673ec4568fe596bfedd7a818,31.0,male,Bachelor,229397.0,13,MORTGAGE,9000.0,DEBTCONSOLIDATION,6.03,0.04,7.0,650,No,0
673ec4568fe596bfedd79bb4,25.0,female,Associate,142519.0,3,MORTGAGE,15000.0,HOMEIMPROVEMENT,7.88,0.11,4.0,498,Yes,0
673ec4558fe596bfedd76d43,25.0,female,Associate,34119.0,2,RENT,3200.0,VENTURE,12.21,0.09,2.0,690,No,0
673ec4568fe596bfedd7d838,36.0,female,Doctorate,60571.0,12,RENT,6500.0,EDUCATION,11.01,0.11,15.0,657,Yes,0
673ec4568fe596bfedd7d5eb,37.0,female,Bachelor,94561.0,13,RENT,3900.0,VENTURE,11.01,0.04,16.0,622,Yes,0
673ec4568fe596bfedd80321,28.0,male,High School,85279.0,4,RENT,6061.0,PERSONAL,6.81,0.07,6.0,691,No,0
673ec4568fe596bfedd79dd1,24.0,male,High School,163011.0,3,MORTGAGE,21000.0,VENTURE,12.69,0.13,2.0,630,Yes,0
673ec4568fe596bfedd7e7cb,24.0,male,High School,60838.0,5,RENT,8000.0,EDUCATION,7.96,0.13,4.0,560,Yes,0
673ec4568fe596bfedd79e37,22.0,male,High School,131462.0,1,MORTGAGE,10000.0,MEDICAL,12.23,0.08,4.0,647,No,1
673ec4558fe596bfedd773d7,24.0,male,Associate,51495.0,0,MORTGAGE,12000.0,HOMEIMPROVEMENT,6.99,0.23,3.0,580,Yes,0
673ec4558fe596bfedd76cbb,26.0,female,Associate,73858.0,1,RENT,3000.0,HOMEIMPROVEMENT,12.22,0.04,4.0,681,Yes,0
673ec4558fe596bfedd7730e,25.0,male,Associate,49567.0,1,MORTGAGE,8000.0,HOMEIMPROVEMENT,5.79,0.16,2.0,646,Yes,0
673ec4568fe596bfedd7ff9e,31.0,male,Associate,72754.0,7,RENT,12000.0,PERSONAL,10.98,0.16,10.0,629,Yes,0
673ec4568fe596bfedd7ed02,26.0,female,Bachelor,39316.0,6,RENT,5000.0,MEDICAL,6.99,0.13,2.0,657,Yes,0
673ec4568fe596bfedd7bb0d,28.0,male,Master,72909.0,7,MORTGAGE,3000.0,MEDICAL,12.53,0.04,10.0,604,Yes,0
673ec4558fe596bfedd76f7f,22.0,female,High School,51496.0,0,RENT,3600.0,PERSONAL,7.37,0.07,3.0,616,Yes,0
673ec4568fe596bfedd7e319,26.0,male,Bachelor,44213.0,6,RENT,9000.0,PERSONAL,8.27,0.2,5.0,591,Yes,0
673ec4558fe596bfedd78301,25.0,male,High School,71586.0,1,MORTGAGE,6000.0,HOMEIMPROVEMENT,15.33,0.08,3.0,668,Yes,0
673ec4558fe596bfedd774ea,22.0,female,Master,42442.0,0,RENT,5000.0,MEDICAL,15.21,0.12,2.0,617,No,1
673ec4568fe596bfedd7d2d8,27.0,female,Bachelor,60793.0,6,MORTGAGE,4000.0,DEBTCONSOLIDATION,11.01,0.07,6.0,644,No,0
673ec4568fe596bfedd7ce88,30.0,female,Bachelor,12662.0,8,RENT,1500.0,DEBTCONSOLIDATION,12.73,0.12,8.0,643,No,1
673ec4568fe596bfedd79f1c,23.0,female,Associate,82472.0,2,RENT,15700.0,MEDICAL,11.49,0.19,2.0,536,Yes,0
673ec4558fe596bfedd763d0,21.0,male,High School,23664.0,1,MORTGAGE,6250.0,DEBTCONSOLIDATION,6.17,0.26,3.0,637,No,1
673ec4568fe596bfedd7f36c,26.0,female,Associate,69466.0,2,MORTGAGE,1797.0,DEBTCONSOLIDATION,13.33,0.03,4.0,605,Yes,0
673ec4558fe596bfedd78075,24.0,male,Master,67221.0,2,MORTGAGE,8000.0,DEBTCONSOLIDATION,8.49,0.12,3.0,631,No,0
673ec4568fe596bfedd7bbf1,31.0,male,Master,66800.0,5,RENT,8000.0,MEDICAL,13.16,0.12,5.0,688,No,0
673ec4568fe596bfedd7f1f8,22.0,female,High School,96147.0,0,MORTGAGE,35000.0,PERSONAL,13.13,0.36,2.0,662,No,0
673ec4558fe596bfedd796ad,23.0,male,Master,56210.0,0,RENT,12800.0,EDUCATION,19.41,0.23,3.0,603,No,1
673ec4558fe596bfedd794aa,24.0,male,Bachelor,106053.0,4,MORTGAGE,3000.0,EDUCATION,5.99,0.03,2.0,568,Yes,0
673ec4568fe596bfedd7f46a,23.0,female,Bachelor,59709.0,0,RENT,6000.0,VENTURE,10.32,0.1,3.0,648,Yes,0
673ec4568fe596bfedd7e75d,29.0,male,Master,65775.0,9,MORTGAGE,13000.0,VENTURE,10.28,0.2,7.0,591,Yes,0
673ec4568fe596bfedd7a1b3,23.0,male,Master,48756.0,0,RENT,8000.0,EDUCATION,11.49,0.16,2.0,619,Yes,0
673ec4568fe596bfedd7a5b9,23.0,female,Bachelor,75067.0,0,MORTGAGE,13000.0,MEDICAL,10.62,0.17,3.0,562,Yes,0
673ec4558fe596bfedd76a3a,23.0,female,High School,37978.0,0,MORTGAGE,4200.0,EDUCATION,10.99,0.11,4.0,621,Yes,0
673ec4568fe596bfedd80056,40.0,male,Associate,210613.0,18,MORTGAGE,11699.0,PERSONAL,8.73,0.06,15.0,615,Yes,0
673ec4568fe596bfedd7e636,25.0,male,Bachelor,70425.0,0,MORTGAGE,2904.0,EDUCATION,11.91,0.04,5.0,614,No,0
673ec4558fe596bfedd76210,25.0,female,Associate,16395.0,4,OWN,3600.0,MEDICAL,14.59,0.22,3.0,646,No,1
673ec4568fe596bfedd7dd19,40.0,male,Associate,138034.0,18,MORTGAGE,35000.0,DEBTCONSOLIDATION,8.9,0.25,14.0,598,Yes,0
673ec4568fe596bfedd7c33e,32.0,female,High School,49208.0,10,OWN,7000.0,VENTURE,12.68,0.14,10.0,614,No,0
673ec4568fe596bfedd7ff6b,26.0,female,Bachelor,104202.0,5,MORTGAGE,10000.0,EDUCATION,11.22,0.1,3.0,620,No,0
673ec4558fe596bfedd794e6,23.0,female,Master,92978.0,0,MORTGAGE,7200.0,EDUCATION,20.0,0.08,2.0,646,No,1
673ec4558fe596bfedd79185,24.0,female,Master,97367.0,4,MORTGAGE,16000.0,PERSONAL,7.88,0.16,2.0,721,No,0
673ec4568fe596bfedd7efa8,27.0,female,Bachelor,56516.0,5,MORTGAGE,18000.0,MEDICAL,8.17,0.32,9.0,622,Yes,0
673ec4568fe596bfedd7b145,34.0,male,Associate,54305.0,14,RENT,4500.0,EDUCATION,16.02,0.08,9.0,660,No,1
673ec4558fe596bfedd77ff1,22.0,male,Bachelor,36375.0,0,RENT,7000.0,EDUCATION,14.22,0.19,3.0,624,No,1
673ec4568fe596bfedd803f8,24.0,female,Bachelor,51350.0,2,RENT,8530.0,EDUCATION,11.64,0.17,3.0,711,No,0
673ec4568fe596bfedd7fefd,33.0,male,Associate,121102.0,9,MORTGAGE,24000.0,MEDICAL,12.22,0.2,8.0,658,Yes,0
673ec4558fe596bfedd77464,23.0,male,Master,51519.0,3,MORTGAGE,10000.0,EDUCATION,14.59,0.19,2.0,590,Yes,0
673ec4568fe596bfedd7a105,24.0,male,Bachelor,62453.0,0,RENT,9600.0,PERSONAL,15.31,0.15,4.0,649,Yes,0
673ec4568fe596bfedd7d7af,37.0,female,High School,60961.0,16,MORTGAGE,8400.0,VENTURE,6.03,0.14,11.0,590,Yes,0
673ec4568fe596bfedd7c4e3,27.0,female,Bachelor,81279.0,5,RENT,12000.0,PERSONAL,13.23,0.15,7.0,561,Yes,0
673ec4568fe596bfedd7b170,30.0,female,Master,38184.0,5,RENT,4750.0,MEDICAL,14.84,0.12,9.0,592,No,1
673ec4558fe596bfedd76c3e,23.0,female,Bachelor,42174.0,2,MORTGAGE,10000.0,DEBTCONSOLIDATION,6.99,0.24,4.0,631,Yes,0
673ec4568fe596bfedd7f4d8,28.0,female,Master,187574.0,4,MORTGAGE,10316.0,PERSONAL,8.28,0.05,6.0,677,Yes,0
673ec4558fe596bfedd761c2,24.0,female,High School,15082.0,0,OWN,2500.0,VENTURE,12.69,0.17,3.0,631,No,1
673ec4568fe596bfedd7dae9,36.0,female,High School,79844.0,11,RENT,10000.0,EDUCATION,6.62,0.13,12.0,591,Yes,0
673ec4568fe596bfedd7f756,26.0,female,Master,72768.0,2,MORTGAGE,5000.0,VENTURE,10.31,0.07,3.0,709,Yes,0
673ec4558fe596bfedd786f6,23.0,male,Bachelor,76081.0,0,MORTGAGE,23525.0,DEBTCONSOLIDATION,7.9,0.31,3.0,613,Yes,0
673ec4568fe596bfedd7fd8a,45.0,female,Bachelor,66230.0,18,RENT,4500.0,PERSONAL,11.46,0.07,14.0,611,Yes,0
673ec4568fe596bfedd7d4f9,46.0,female,Bachelor,37057.0,25,MORTGAGE,3050.0,VENTURE,7.88,0.08,14.0,650,No,0
673ec4568fe596bfedd7ec4c,28.0,female,Bachelor,57659.0,7,RENT,5000.0,MEDICAL,11.67,0.09,5.0,685,No,0
673ec4558fe596bfedd79174,26.0,female,Associate,41702.0,6,RENT,12000.0,PERSONAL,14.96,0.29,3.0,617,No,1
673ec4568fe596bfedd80084,25.0,female,Bachelor,211045.0,3,MORTGAGE,10000.0,HOMEIMPROVEMENT,15.05,0.05,4.0,676,Yes,0
673ec4558fe596bfedd7800e,21.0,male,Associate,48823.0,0,RENT,7000.0,EDUCATION,14.96,0.14,2.0,688,No,0
673ec4568fe596bfedd79bdf,22.0,female,Master,61077.0,0,RENT,15000.0,EDUCATION,6.03,0.25,2.0,657,No,0
673ec4568fe596bfedd7dddc,38.0,male,Master,180794.0,15,MORTGAGE,7500.0,DEBTCONSOLIDATION,10.0,0.04,13.0,680,No,0
673ec4558fe596bfedd77493,23.0,female,Bachelor,44453.0,0,RENT,5000.0,MEDICAL,13.22,0.11,4.0,629,Yes,0
673ec4558fe596bfedd78ee2,22.0,female,Associate,84948.0,0,RENT,10000.0,PERSONAL,6.03,0.12,3.0,660,Yes,0
673ec4568fe596bfedd8085d,25.0,male,Master,28752.0,0,RENT,8000.0,EDUCATION,13.54,0.28,3.0,676,No,1
673ec4568fe596bfedd7bed4,29.0,male,High School,86627.0,9,RENT,9700.0,DEBTCONSOLIDATION,8.94,0.11,5.0,572,Yes,0
673ec4568fe596bfedd7b2dd,28.0,female,Bachelor,47912.0,6,RENT,5000.0,DEBTCONSOLIDATION,5.99,0.1,7.0,653,No,1
673ec4558fe596bfedd76735,24.0,male,Master,33160.0,6,MORTGAGE,1000.0,MEDICAL,12.53,0.03,2.0,670,No,0
673ec4568fe596bfedd7e64d,35.0,female,Bachelor,60714.0,13,MORTGAGE,6000.0,PERSONAL,10.37,0.1,6.0,693,Yes,0
673ec4558fe596bfedd774a1,26.0,male,Bachelor,44136.0,2,MORTGAGE,5000.0,HOMEIMPROVEMENT,12.29,0.11,3.0,634,No,1
673ec4568fe596bfedd80333,38.0,female,Associate,176040.0,12,MORTGAGE,15000.0,DEBTCONSOLIDATION,8.37,0.09,11.0,663,Yes,0
673ec4568fe596bfedd7fed3,31.0,male,Bachelor,66774.0,8,RENT,3600.0,PERSONAL,8.41,0.05,6.0,687,No,0
673ec4568fe596bfedd7e7d0,21.0,male,Associate,72778.0,0,MORTGAGE,6000.0,EDUCATION,6.91,0.08,4.0,680,Yes,0
673ec4558fe596bfedd78f63,26.0,female,Associate,90829.0,7,MORTGAGE,3000.0,HOMEIMPROVEMENT,9.63,0.03,3.0,657,No,0
673ec4558fe596bfedd791ef,25.0,female,High School,97112.0,0,MORTGAGE,3600.0,DEBTCONSOLIDATION,7.49,0.04,4.0,653,Yes,0
673ec4568fe596bfedd7dd36,45.0,male,Associate,142438.0,21,MORTGAGE,25000.0,HOMEIMPROVEMENT,12.18,0.18,12.0,659,Yes,0
673ec4558fe596bfedd791e1,22.0,female,Master,89707.0,0,MORTGAGE,15000.0,PERSONAL,15.05,0.17,3.0,600,No,1
673ec4568fe596bfedd7e8ef,26.0,female,Associate,38681.0,2,RENT,3600.0,VENTURE,9.87,0.09,4.0,638,Yes,0
673ec4568fe596bfedd7a81d,30.0,male,Bachelor,91941.0,8,RENT,25000.0,PERSONAL,9.99,0.27,8.0,647,No,1
673ec4558fe596bfedd76ed4,23.0,female,Associate,44453.0,2,MORTGAGE,3000.0,DEBTCONSOLIDATION,13.22,0.07,4.0,682,No,0
673ec4568fe596bfedd7be87,28.0,female,Associate,71898.0,7,MORTGAGE,8000.0,PERSONAL,7.37,0.11,6.0,711,No,1
673ec4558fe596bfedd77e5f,25.0,female,High School,90886.0,3,RENT,6500.0,EDUCATION,13.57,0.07,2.0,598,Yes,0
673ec4568fe596bfedd7b273,30.0,male,Associate,51467.0,7,MORTGAGE,3000.0,EDUCATION,15.33,0.06,9.0,685,No,0
673ec4568fe596bfedd7b051,27.0,male,Master,40548.0,5,RENT,4000.0,MEDICAL,5.99,0.1,8.0,675,Yes,0
673ec4558fe596bfedd788e3,26.0,male,High School,55499.0,3,RENT,9400.0,EDUCATION,9.91,0.17,2.0,614,Yes,0
673ec4558fe596bfedd7831a,26.0,male,Associate,71900.0,3,MORTGAGE,7800.0,VENTURE,6.99,0.11,2.0,645,No,0
673ec4568fe596bfedd7ccfd,28.0,female,High School,174095.0,8,MORTGAGE,35000.0,MEDICAL,8.9,0.2,7.0,564,Yes,0
673ec4568fe596bfedd8113b,23.0,male,Associate,89930.0,0,MORTGAGE,10000.0,VENTURE,9.34,0.11,2.0,657,No,1
673ec4568fe596bfedd7dbaa,38.0,male,High School,29738.0,12,RENT,3000.0,MEDICAL,11.01,0.1,16.0,569,Yes,0
673ec4568fe596bfedd7eb5a,30.0,male,Doctorate,118180.0,8,MORTGAGE,16000.0,DEBTCONSOLIDATION,9.5,0.14,4.0,626,No,0
673ec4558fe596bfedd76cdd,23.0,male,Bachelor,84867.0,0,RENT,3000.0,VENTURE,14.27,0.04,2.0,595,Yes,0
673ec4558fe596bfedd794ef,23.0,male,Bachelor,121099.0,2,RENT,12000.0,EDUCATION,13.57,0.1,3.0,582,No,0
673ec4568fe596bfedd808dc,23.0,female,Associate,29830.0,0,RENT,1500.0,MEDICAL,18.23,0.05,4.0,631,No,1
673ec4568fe596bfedd7def1,43.0,male,Bachelor,66705.0,22,RENT,11750.0,DEBTCONSOLIDATION,10.99,0.18,16.0,692,Yes,0
673ec4568fe596bfedd7a983,30.0,female,Bachelor,93321.0,12,RENT,20000.0,VENTURE,12.42,0.21,8.0,660,Yes,0
673ec4558fe596bfedd7931a,24.0,male,High School,101259.0,2,MORTGAGE,25000.0,VENTURE,11.26,0.25,4.0,691,Yes,0
673ec4558fe596bfedd7650a,23.0,female,Master,13817.0,1,RENT,1000.0,MEDICAL,10.25,0.07,2.0,667,No,1
673ec4568fe596bfedd7d90f,36.0,male,Master,37315.0,15,RENT,8000.0,HOMEIMPROVEMENT,11.11,0.21,13.0,651,No,1
673ec4568fe596bfedd80b53,22.0,female,Associate,36763.0,1,RENT,6000.0,EDUCATION,13.23,0.16,3.0,642,No,1
673ec4558fe596bfedd77f55,22.0,female,Associate,86831.0,0,RENT,6400.0,EDUCATION,13.11,0.07,2.0,568,No,0
673ec4568fe596bfedd7b1b5,29.0,female,Master,50154.0,7,MORTGAGE,3200.0,HOMEIMPROVEMENT,14.22,0.06,10.0,605,Yes,0
673ec4558fe596bfedd767b4,26.0,male,Bachelor,34516.0,2,MORTGAGE,6000.0,DEBTCONSOLIDATION,7.88,0.17,3.0,591,Yes,0
673ec4558fe596bfedd785a3,21.0,male,Bachelor,27228.0,0,RENT,5000.0,PERSONAL,15.7,0.18,3.0,640,No,0
673ec4558fe596bfedd790c6,23.0,male,Master,96049.0,0,MORTGAGE,3300.0,VENTURE,5.42,0.03,3.0,680,Yes,0
673ec4568fe596bfedd7deeb,42.0,female,Master,94822.0,21,MORTGAGE,20000.0,VENTURE,10.99,0.21,12.0,721,No,0
673ec4568fe596bfedd7a675,25.0,male,High School,93490.0,5,MORTGAGE,7200.0,DEBTCONSOLIDATION,18.53,0.08,2.0,540,No,1
673ec4568fe596bfedd7e391,22.0,female,Associate,69882.0,0,OWN,8000.0,HOMEIMPROVEMENT,9.73,0.11,3.0,584,Yes,0
673ec4568fe596bfedd7c8c2,30.0,male,High School,39176.0,8,RENT,14400.0,VENTURE,10.75,0.37,7.0,700,No,1
673ec4568fe596bfedd7e722,32.0,male,Master,330847.0,7,MORTGAGE,29274.0,VENTURE,11.42,0.09,9.0,689,No,0
673ec4568fe596bfedd7afeb,32.0,female,Bachelor,82297.0,12,RENT,3800.0,VENTURE,16.89,0.05,8.0,699,No,0
673ec4558fe596bfedd7975f,22.0,male,Bachelor,84985.0,0,RENT,13600.0,PERSONAL,12.21,0.16,4.0,563,Yes,0
673ec4568fe596bfedd7eef9,33.0,female,Associate,36826.0,10,RENT,1216.0,EDUCATION,11.26,0.03,9.0,595,Yes,0
673ec4568fe596bfedd7a3a1,22.0,female,High School,51403.0,0,RENT,6600.0,PERSONAL,16.89,0.13,3.0,632,No,1
673ec4568fe596bfedd7d75f,42.0,male,Associate,64285.0,20,RENT,5600.0,EDUCATION,10.99,0.09,14.0,711,Yes,0
673ec4558fe596bfedd77ebe,26.0,male,Master,64860.0,3,OWN,16000.0,PERSONAL,10.25,0.25,2.0,635,No,0
673ec4558fe596bfedd78c9c,26.0,female,Bachelor,86143.0,3,MORTGAGE,6000.0,HOMEIMPROVEMENT,15.62,0.07,3.0,703,Yes,0
673ec4568fe596bfedd7ffa9,23.0,male,High School,79096.0,1,MORTGAGE,13000.0,EDUCATION,10.55,0.16,2.0,672,Yes,0
673ec4568fe596bfedd7e701,31.0,female,Master,29041.0,9,RENT,5000.0,EDUCATION,11.14,0.17,8.0,634,No,0
673ec4568fe596bfedd7fc1c,24.0,female,Master,31033.0,1,OWN,5000.0,VENTURE,8.2,0.16,3.0,685,No,0
673ec4568fe596bfedd79bc7,26.0,male,Bachelor,143449.0,2,MORTGAGE,15000.0,VENTURE,14.42,0.1,2.0,610,Yes,0
673ec4558fe596bfedd780cd,24.0,female,Associate,28973.0,5,RENT,7200.0,DEBTCONSOLIDATION,12.69,0.25,2.0,624,No,1
673ec4568fe596bfedd7e7b0,25.0,female,High School,69256.0,0,RENT,1568.0,HOMEIMPROVEMENT,13.98,0.02,4.0,606,No,0
673ec4558fe596bfedd77a52,23.0,female,Bachelor,59962.0,0,MORTGAGE,4000.0,VENTURE,13.99,0.07,4.0,617,No,0
673ec4568fe596bfedd7eab4,28.0,male,High School,87488.0,4,RENT,3000.0,HOMEIMPROVEMENT,8.91,0.03,4.0,570,No,0
673ec4558fe596bfedd789af,23.0,male,Master,85377.0,0,RENT,9600.0,MEDICAL,7.9,0.11,4.0,614,Yes,0
673ec4568fe596bfedd79c1e,22.0,female,Associate,144881.0,0,MORTGAGE,17400.0,EDUCATION,7.66,0.12,2.0,614,Yes,0
673ec4568fe596bfedd7ceb6,32.0,male,Bachelor,56437.0,10,RENT,3000.0,DEBTCONSOLIDATION,16.29,0.05,6.0,639,No,1
673ec4558fe596bfedd76acd,24.0,female,Master,48823.0,4,RENT,2500.0,PERSONAL,15.27,0.05,3.0,703,Yes,0
673ec4568fe596bfedd7d2f4,28.0,female,Master,49116.0,3,RENT,9000.0,MEDICAL,12.53,0.18,8.0,708,Yes,0
673ec4568fe596bfedd7f5e2,33.0,male,Associate,78965.0,8,RENT,12351.0,EDUCATION,12.26,0.16,8.0,688,No,0
673ec4568fe596bfedd7f4b6,22.0,female,Associate,37013.0,0,RENT,6000.0,DEBTCONSOLIDATION,10.88,0.16,3.0,652,Yes,0
673ec4568fe596bfedd7f6c9,26.0,male,Bachelor,72513.0,1,MORTGAGE,30304.0,EDUCATION,13.67,0.42,4.0,526,Yes,0
673ec4558fe596bfedd78b2c,22.0,female,High School,85115.0,1,MORTGAGE,13000.0,EDUCATION,11.14,0.15,2.0,650,Yes,0
673ec4568fe596bfedd7f479,23.0,female,High School,48893.0,0,RENT,7500.0,DEBTCONSOLIDATION,11.78,0.15,3.0,547,Yes,0
673ec4568fe596bfedd79c8c,25.0,male,High School,146433.0,1,OWN,15000.0,EDUCATION,13.11,0.1,4.0,619,Yes,0
673ec4558fe596bfedd78620,23.0,male,Bachelor,74246.0,2,MORTGAGE,10000.0,DEBTCONSOLIDATION,7.88,0.13,3.0,583,Yes,0
673ec4568fe596bfedd7bbbf,28.0,male,Associate,73214.0,4,OWN,22000.0,HOMEIMPROVEMENT,14.09,0.3,8.0,581,Yes,0
673ec4568fe596bfedd7cdee,28.0,female,Bachelor,213219.0,5,MORTGAGE,21125.0,VENTURE,13.16,0.1,5.0,709,Yes,0
673ec4568fe596bfedd80409,26.0,female,High School,91972.0,1,MORTGAGE,15000.0,PERSONAL,14.1,0.16,3.0,659,Yes,0
673ec4568fe596bfedd7bf83,27.0,female,Bachelor,36769.0,5,RENT,10000.0,EDUCATION,10.74,0.27,10.0,673,No,1
673ec4568fe596bfedd8017c,25.0,male,Master,58515.0,0,MORTGAGE,4000.0,VENTURE,6.11,0.07,4.0,632,Yes,0
673ec4568fe596bfedd7c5dc,31.0,female,Master,107829.0,9,MORTGAGE,12250.0,PERSONAL,15.05,0.11,8.0,624,No,0
673ec4568fe596bfedd7ce76,32.0,male,Master,462976.0,11,MORTGAGE,19925.0,VENTURE,7.9,0.04,9.0,650,No,0
673ec4568fe596bfedd79997,26.0,male,Associate,127009.0,3,MORTGAGE,5300.0,PERSONAL,12.69,0.04,4.0,680,No,0
673ec4558fe596bfedd764f7,22.0,male,Associate,27969.0,0,MORTGAGE,4800.0,DEBTCONSOLIDATION,10.0,0.17,4.0,644,Yes,0
673ec4558fe596bfedd76559,22.0,male,Associate,44500.0,0,RENT,18200.0,DEBTCONSOLIDATION,11.71,0.41,3.0,601,No,1
673ec4558fe596bfedd78a7a,22.0,female,Master,36951.0,1,RENT,10000.0,PERSONAL,13.98,0.27,2.0,630,No,1
673ec4568fe596bfedd7f280,25.0,male,Associate,126747.0,0,MORTGAGE,5000.0,PERSONAL,15.13,0.04,3.0,563,Yes,0
673ec4568fe596bfedd7d83b,39.0,female,Bachelor,64554.0,14,RENT,6500.0,EDUCATION,7.29,0.1,17.0,647,Yes,0
673ec4558fe596bfedd7933e,23.0,female,Associate,102828.0,0,MORTGAGE,5000.0,MEDICAL,10.95,0.05,3.0,520,Yes,0
673ec4568fe596bfedd7c64f,28.0,male,Associate,57271.0,6,RENT,2800.0,PERSONAL,6.99,0.05,7.0,620,Yes,0
673ec4568fe596bfedd7edd0,32.0,female,Bachelor,56239.0,11,RENT,8000.0,DEBTCONSOLIDATION,8.03,0.14,13.0,695,Yes,0
673ec4568fe596bfedd7bffd,27.0,female,Master,52462.0,5,RENT,10000.0,PERSONAL,13.98,0.19,9.0,666,No,0
673ec4568fe596bfedd7d0b5,30.0,female,Associate,69440.0,7,MORTGAGE,4000.0,HOMEIMPROVEMENT,8.0,0.06,8.0,625,Yes,0
673ec4568fe596bfedd7e491,23.0,female,High School,85377.0,3,MORTGAGE,14056.0,DEBTCONSOLIDATION,14.18,0.16,4.0,565,Yes,0
673ec4568fe596bfedd7dcfd,41.0,female,Bachelor,51433.0,17,RENT,2000.0,DEBTCONSOLIDATION,13.23,0.04,15.0,683,No,0
673ec4568fe596bfedd7e891,24.0,female,High School,67052.0,1,RENT,9000.0,VENTURE,14.35,0.13,3.0,636,Yes,0
673ec4568fe596bfedd7cf28,27.0,male,Bachelor,57872.0,1,MORTGAGE,15000.0,EDUCATION,13.79,0.26,6.0,555,Yes,0
673ec4568fe596bfedd7be1d,34.0,male,Master,37060.0,11,RENT,9050.0,PERSONAL,5.99,0.24,9.0,615,Yes,0
673ec4568fe596bfedd7aa61,33.0,female,Bachelor,111878.0,13,RENT,17500.0,VENTURE,15.28,0.16,6.0,654,Yes,0
673ec4568fe596bfedd7a628,23.0,female,Associate,45772.0,0,RENT,1800.0,PERSONAL,8.94,0.04,2.0,598,No,0
673ec4558fe596bfedd77367,26.0,male,Associate,116510.0,4,RENT,10000.0,HOMEIMPROVEMENT,19.69,0.09,3.0,654,Yes,0
673ec4558fe596bfedd78e85,22.0,female,Associate,90906.0,0,MORTGAGE,28000.0,VENTURE,15.62,0.31,4.0,638,No,0
673ec4568fe596bfedd79fc0,24.0,male,Associate,511121.0,2,MORTGAGE,10000.0,EDUCATION,7.88,0.02,2.0,678,No,0
673ec4558fe596bfedd76b41,23.0,female,Master,39839.0,1,MORTGAGE,1000.0,EDUCATION,10.95,0.03,2.0,713,No,0
673ec4558fe596bfedd77f73,23.0,male,Associate,149673.0,1,RENT,6800.0,DEBTCONSOLIDATION,6.03,0.05,2.0,671,No,0
673ec4568fe596bfedd7e5c4,22.0,female,Bachelor,100346.0,0,MORTGAGE,25000.0,EDUCATION,15.95,0.25,4.0,658,Yes,0
673ec4568fe596bfedd7f8f2,32.0,female,Bachelor,163093.0,11,MORTGAGE,17627.0,VENTURE,12.53,0.11,8.0,682,Yes,0
673ec4568fe596bfedd7e496,24.0,female,Associate,59053.0,0,RENT,11000.0,MEDICAL,9.29,0.19,4.0,574,Yes,0
673ec4558fe596bfedd79101,26.0,female,Associate,85001.0,8,RENT,11600.0,DEBTCONSOLIDATION,6.99,0.14,3.0,671,Yes,0
673ec4568fe596bfedd7dbb2,45.0,female,Associate,35291.0,22,RENT,3000.0,MEDICAL,11.01,0.09,11.0,657,Yes,0
673ec4568fe596bfedd7f325,27.0,male,Bachelor,79302.0,7,RENT,4000.0,PERSONAL,7.15,0.05,5.0,544,Yes,0
673ec4558fe596bfedd7640a,26.0,male,Bachelor,24569.0,4,MORTGAGE,1500.0,PERSONAL,7.74,0.06,3.0,570,Yes,0
673ec4568fe596bfedd7f5ab,29.0,female,Associate,75436.0,2,RENT,3000.0,PERSONAL,13.4,0.04,8.0,663,Yes,0
673ec4558fe596bfedd78ddf,24.0,female,Bachelor,89061.0,0,MORTGAGE,7000.0,EDUCATION,6.99,0.08,2.0,663,No,0
673ec4568fe596bfedd7d8aa,36.0,male,High School,67674.0,14,MORTGAGE,7875.0,EDUCATION,11.99,0.12,12.0,547,Yes,0
673ec4568fe596bfedd7e642,23.0,male,Associate,71377.0,0,OWN,5084.0,HOMEIMPROVEMENT,11.62,0.07,4.0,633,No,0
673ec4568fe596bfedd7c4ec,27.0,female,Bachelor,84930.0,4,RENT,12000.0,MEDICAL,10.65,0.14,8.0,687,No,0
673ec4568fe596bfedd7e8e9,24.0,male,Bachelor,193091.0,0,MORTGAGE,12000.0,DEBTCONSOLIDATION,5.65,0.06,5.0,617,Yes,0
673ec4568fe596bfedd7efce,35.0,male,Associate,79198.0,11,MORTGAGE,11500.0,HOMEIMPROVEMENT,12.26,0.15,13.0,689,No,0
673ec4568fe596bfedd7f360,24.0,male,High School,77809.0,1,RENT,4000.0,VENTURE,8.57,0.05,3.0,619,No,0
673ec4568fe596bfedd80889,27.0,male,Associate,22294.0,4,RENT,3767.0,MEDICAL,14.68,0.17,5.0,633,No,1
673ec4558fe596bfedd76cb3,26.0,male,Bachelor,43427.0,2,OWN,4800.0,HOMEIMPROVEMENT,6.03,0.11,2.0,641,Yes,0
